,Question_no,signal1,bag1,bag1_ado_id,bag1_start_absolute,bag1_end_absolute,signal2,bag2,bag2_ado_id,bag2_start_absolute,bag2_end_absolute
98,98,7,/home/ws/data/20230713T155308_expert_data_1/sim_bag_2023_07_13-15_53_08,1000134.0,1689289561.4090374,1689289575.4072025,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
99,99,7,/home/ws/data/20230713T155308_expert_data_1/sim_bag_2023_07_13-15_53_08,1000134.0,1689289561.4090374,1689289575.4072025,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
100,100,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866
101,101,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243
102,102,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302
103,103,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418
104,104,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152
105,105,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
106,106,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
107,107,0,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000126.0,1689287356.0370624,1689287374.8369002,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
108,108,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243
109,109,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302
110,110,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418
111,111,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152
112,112,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
113,113,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
114,114,1,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000127.0,1689287397.9374988,1689287404.4024866,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
115,115,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302
116,116,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418
117,117,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152
118,118,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
119,119,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
120,120,2,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000128.0,1689287414.4769855,1689287422.9687243,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
121,121,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418
122,122,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152
123,123,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
124,124,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
125,125,3,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000130.0,1689287482.0847545,1689287497.018302,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
126,126,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152
127,127,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
128,128,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
129,129,4,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000131.0,1689287515.124072,1689287524.3333418,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
130,130,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508
131,131,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
132,132,5,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000132.0,1689287542.8231454,1689287547.764152,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
133,133,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848
134,134,6,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000133.0,1689287564.0807445,1689287577.25508,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
135,135,7,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000135.0,1689287673.8520277,1689287678.0702848,8,/home/ws/data/20230713T151042_expert_data_2/sim_bag_2023_07_13-15_10_43,1000136.0,1689287708.1424773,1689287726.5842853
